symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
QCOM,golden,0,20.3,230.9,171.29,154.75,154.6,True,False,237.53,False,False,,success
DDOG,golden,0,6.0,71.2,148.07,135.32,134.31,True,False,202.32,False,False,,success
CRCL,golden,0,14.3,28.1,107.65,101.38,101.06,True,False,131.76,False,False,,success
CACI,death,0,0.3,10.6,514.01,542.47,542.66,False,True,482.57,False,False,,success
SITE,death,0,0.8,5.4,130.05,133.73,134.03,False,True,121.55,False,False,,success
RYLD,golden,0,0.9,,15.44,15.36,15.35,True,False,15.67,False,False,,success
DIAL,death,0,0.1,,18.23,18.25,18.25,False,True,18.2144,False,False,,success
IYH,death,0,0.5,,61.16,62.01,62.01,False,True,60.23,False,False,,success
SCIO,death,0,0.2,,20.69,20.72,20.72,False,True,20.7,False,False,,success
XLV,death,0,9.3,,145.37,147.62,147.62,False,True,143.04,False,False,,success
SMMT,death,0,4.4,14.0,19.49,18.97,18.97,False,True,18.66,False,False,,success
TFX,golden,0,0.9,5.9,126.86,122.25,122.04,True,False,129.72,False,False,,success
